a,15,16,16,16,16,18,17,18,1,1,2,1,2,2,3,3,3,4,4,3,6,6,7,7,7,7,8,8,1,9,1,9,9,1,18,1,1,1,1,2,3,4,4,4,4,4,7,8,9,9,1,11,11,13,13,15,16,18,1,1,18,1,1,14,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,15,17,16,16,17,17,18,18,1,1,2,3,3,4,4,6,6,8,7,8,8,8,9,9,9,1,1,1,1,2,2,3,4,4,6,7,7,8,8,9,9,1,1,1,11,11,12,13,13,16,1,18,18,1,1,1,1,18,1,1,14,4,5,4,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,16,15,17,16,16,17,17,18,18,1,1,1,1,2,2,3,3,3,4,4,4,5,4,6,8,7,8,8,8,9,8,9,8,18,1,1,1,1,2,3,3,4,4,6,6,7,7,8,8,9,9,9,1,1,1,1,10,11,12,13,17,1,1,1,1,18,18,1,1,14,4,4,4,4,4,5,5,4,5,4,5,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,15,15,16,17,16,17,18,18,1,1,1,2,3,3,3,4,4,4,4,5,6,6,6,7,8,8,9,8,9,8,11,17,18,17,17,18,1,1,2,3,4,4,6,7,6,7,7,7,8,9,9,9,1,1,10,11,12,13,14,13,17,18,1,18,1,1,1,1,1,1,1,14,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,14,16,17,16,18,17,18,1,1,1,1,2,3,3,4,4,4,5,5,7,6,8,8,8,9,9,8,8,9,18,18,18,18,1,2,3,4,4,6,6,7,7,8,8,8,9,9,1,1,1,1,11,12,12,13,16,18,18,18,1,18,18,1,1,1,1,14,4,5,4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,15,15,15,17,17,17,17,18,1,1,1,2,2,3,3,3,3,4,5,5,6,6,7,8,9,9,9,9,9,1,18,1,1,1,2,3,3,4,6,6,6,7,7,8,9,9,1,1,10,11,11,13,13,15,15,17,18,18,18,18,18,1,1,1,1,1,1,1,18,1,1,14,4,5,5,4,5,5,5,4,5,5,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,14,15,17,17,17,17,18,1,1,1,2,2,2,4,3,4,4,4,6,6,7,8,8,8,9,8,9,1,9,1,7,1,1,1,1,2,1,3,3,3,4,4,4,6,6,6,6,8,6,8,8,9,9,1,1,10,11,10,11,11,11,11,12,16,18,18,18,1,18,18,18,1,14,5,4,5,5,4,5,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
a,15,15,15,16,16,17,17,18,18,1,1,1,2,3,2,4,4,4,7,6,7,7,8,8,8,8,8,9,9,9,15,18,17,18,18,1,1,1,2,4,4,4,4,4,6,7,7,8,8,9,1,1,11,11,11,11,12,13,12,12,13,14,16,1,1,1,17,1,18,18,1,1,1,14,5,5,5,5,2,4,4,4,5,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ka,5,5,5,14,11,10,1,8,8,6,6,4,3,2,1,1,18,16,16,16,15,15,16,16,15,17,17,18,1,1,1,3,2,4,4,5,5,6,7,8,7,8,9,1,10,10,11,12,13,12,13,12,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ka,5,5,5,5,5,5,5,14,10,10,1,1,8,7,7,7,6,5,4,3,2,1,1,17,16,16,16,15,16,16,15,16,17,18,18,1,3,4,4,5,5,6,7,8,8,9,9,1,10,12,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
